card_id,card_number,card_number_masked,customer_id,issue_date,card_type,card_status,card_country,risk_segment
C0000451,4913225631355881,XXXX-XXXX-XXXX-5881,U746257,2024-02-08,CREDIT,ACTIVE,IN,LOW
C0000452,4244626565639142,XXXX-XXXX-XXXX-9142,U110068,2020-09-21,DEBIT,ACTIVE,IN,LOW
C0000453,4744374182779866,XXXX-XXXX-XXXX-9866,U212818,2021-07-05,CREDIT,ACTIVE,AE,LOW
C0000454,4776681878830937,XXXX-XXXX-XXXX-0937,U233152,2022-03-07,CREDIT,ACTIVE,IN,LOW
C0000455,4325082479469133,XXXX-XXXX-XXXX-9133,U712976,2024-04-02,CREDIT,ACTIVE,IN,LOW
C0000456,4257149269441130,XXXX-XXXX-XXXX-1130,U588646,2021-07-29,DEBIT,ACTIVE,IN,LOW
C0000457,4199816508123204,XXXX-XXXX-XXXX-3204,U328259,2020-08-05,PREPAID,ACTIVE,AE,MEDIUM
C0000458,4709992179456800,XXXX-XXXX-XXXX-6800,U744517,2022-11-06,CREDIT,ACTIVE,IN,LOW
C0000459,4192540663528750,XXXX-XXXX-XXXX-8750,U770938,2021-02-14,DEBIT,ACTIVE,IN,LOW
C0000460,4790859280566044,XXXX-XXXX-XXXX-6044,U839691,2020-08-26,CREDIT,ACTIVE,US,MEDIUM
C0000461,4132772100873095,XXXX-XXXX-XXXX-3095,U868935,2024-07-22,DEBIT,ACTIVE,US,LOW
C0000462,4745660698122807,XXXX-XXXX-XXXX-2807,U176032,2021-11-05,CREDIT,ACTIVE,IN,MEDIUM
C0000463,4258092929357744,XXXX-XXXX-XXXX-7744,U385708,2024-02-20,CREDIT,ACTIVE,IN,MEDIUM
C0000464,4948132487707693,XXXX-XXXX-XXXX-7693,U182403,2022-09-16,DEBIT,ACTIVE,GB,LOW
C0000465,4112715707303261,XXXX-XXXX-XXXX-3261,U257518,2021-06-18,DEBIT,ACTIVE,AE,LOW
C0000466,4377984691226405,XXXX-XXXX-XXXX-6405,U810914,2021-10-04,DEBIT,ACTIVE,CA,MEDIUM
C0000467,4717566177850644,XXXX-XXXX-XXXX-0644,U920309,2020-01-09,DEBIT,ACTIVE,IN,HIGH
C0000468,4764714449786729,XXXX-XXXX-XXXX-6729,U502645,2021-10-23,PREPAID,ACTIVE,US,HIGH
C0000469,4789202486747495,XXXX-XXXX-XXXX-7495,U285991,2024-02-16,DEBIT,ACTIVE,GB,LOW
C0000470,4495524612658649,XXXX-XXXX-XXXX-8649,U655611,2020-12-02,DEBIT,ACTIVE,US,LOW
C0000471,4138722444751516,XXXX-XXXX-XXXX-1516,U248116,2024-02-09,DEBIT,ACTIVE,IN,LOW
C0000472,4731610657351429,XXXX-XXXX-XXXX-1429,U503611,2021-06-22,PREPAID,ACTIVE,GB,MEDIUM
C0000473,4011419068070162,XXXX-XXXX-XXXX-0162,U692025,2021-07-27,CREDIT,ACTIVE,IN,LOW
C0000474,4113902497012248,XXXX-XXXX-XXXX-2248,U693382,2021-05-29,CREDIT,ACTIVE,IN,LOW
C0000475,4745585468137809,XXXX-XXXX-XXXX-7809,U819561,2024-04-11,CREDIT,ACTIVE,AE,HIGH
C0000476,4465499018801291,XXXX-XXXX-XXXX-1291,U142726,2021-03-26,DEBIT,ACTIVE,IN,HIGH
C0000477,4221401954190835,XXXX-XXXX-XXXX-0835,U148775,2024-06-18,CREDIT,ACTIVE,US,LOW
C0000478,4646424389987104,XXXX-XXXX-XXXX-7104,U268022,2020-02-10,DEBIT,ACTIVE,GB,MEDIUM
C0000479,4004674512989377,XXXX-XXXX-XXXX-9377,U527740,2022-12-11,DEBIT,ACTIVE,IN,LOW
C0000480,4162179185026509,XXXX-XXXX-XXXX-6509,U399139,2023-09-26,CREDIT,ACTIVE,IN,LOW
C0000481,4253041288773312,XXXX-XXXX-XXXX-3312,U661867,2023-03-17,PREPAID,ACTIVE,SG,LOW
C0000482,4042952741726921,XXXX-XXXX-XXXX-6921,U749231,2022-05-10,CREDIT,ACTIVE,GB,LOW
C0000483,4016103033377610,XXXX-XXXX-XXXX-7610,U635622,2020-10-21,PREPAID,ACTIVE,AE,LOW
C0000484,4735070674250338,XXXX-XXXX-XXXX-0338,U740544,2020-09-08,DEBIT,ACTIVE,US,LOW
C0000485,4807221237878584,XXXX-XXXX-XXXX-8584,U456302,2020-11-12,DEBIT,ACTIVE,IN,HIGH
C0000486,4312097763174658,XXXX-XXXX-XXXX-4658,U984006,2020-07-23,DEBIT,ACTIVE,US,MEDIUM
C0000487,4231700961909643,XXXX-XXXX-XXXX-9643,U159953,2020-11-16,DEBIT,ACTIVE,CA,MEDIUM
C0000488,4710755591931739,XXXX-XXXX-XXXX-1739,U986125,2022-03-23,DEBIT,ACTIVE,IN,LOW
C0000489,4037185072346780,XXXX-XXXX-XXXX-6780,U662467,2024-05-11,DEBIT,ACTIVE,IN,LOW
C0000490,4080549393539908,XXXX-XXXX-XXXX-9908,U754309,2020-09-05,DEBIT,ACTIVE,IN,LOW
C0000491,4245075534318640,XXXX-XXXX-XXXX-8640,U537889,2023-04-04,CREDIT,ACTIVE,US,LOW
C0000492,4154305688255651,XXXX-XXXX-XXXX-5651,U938614,2022-07-02,PREPAID,ACTIVE,US,HIGH
C0000493,4848184167047615,XXXX-XXXX-XXXX-7615,U177086,2020-01-07,DEBIT,ACTIVE,IN,LOW
C0000494,4701269705541742,XXXX-XXXX-XXXX-1742,U811583,2024-07-15,DEBIT,ACTIVE,IN,LOW
C0000495,4817902805885902,XXXX-XXXX-XXXX-5902,U167479,2021-07-16,DEBIT,ACTIVE,GB,MEDIUM
C0000496,4139007882981880,XXXX-XXXX-XXXX-1880,U827049,2024-07-26,DEBIT,ACTIVE,US,LOW
C0000497,4237961121236771,XXXX-XXXX-XXXX-6771,U218753,2022-05-31,DEBIT,ACTIVE,IN,HIGH
C0000498,4284862426542416,XXXX-XXXX-XXXX-2416,U419683,2023-05-04,CREDIT,ACTIVE,SG,LOW
C0000499,4132021148343220,XXXX-XXXX-XXXX-3220,U893846,2022-08-03,DEBIT,ACTIVE,AE,LOW
C0000500,4971345118631217,XXXX-XXXX-XXXX-1217,U597711,2021-12-04,CREDIT,ACTIVE,AE,LOW
C0000501,4809833087482709,XXXX-XXXX-XXXX-2709,U346490,2022-08-19,DEBIT,ACTIVE,US,LOW
C0000502,4477078401270144,XXXX-XXXX-XXXX-0144,U404825,2020-04-18,DEBIT,ACTIVE,CA,LOW
C0000503,4938279596812280,XXXX-XXXX-XXXX-2280,U381390,2022-10-08,CREDIT,ACTIVE,GB,MEDIUM
C0000504,4483464163951795,XXXX-XXXX-XXXX-1795,U580022,2020-08-29,DEBIT,ACTIVE,IN,LOW
C0000505,4102510942293238,XXXX-XXXX-XXXX-3238,U244108,2020-11-20,CREDIT,ACTIVE,IN,LOW
C0000506,4433364630801325,XXXX-XXXX-XXXX-1325,U417470,2022-11-20,CREDIT,ACTIVE,US,HIGH
C0000507,4370087562947204,XXXX-XXXX-XXXX-7204,U961032,2022-04-24,CREDIT,ACTIVE,SG,LOW
C0000508,4255938705524460,XXXX-XXXX-XXXX-4460,U999467,2020-05-24,DEBIT,ACTIVE,IN,LOW
C0000509,4320660715647186,XXXX-XXXX-XXXX-7186,U204539,2024-05-05,PREPAID,ACTIVE,US,LOW
C0000510,4063971924484855,XXXX-XXXX-XXXX-4855,U763713,2024-01-15,DEBIT,ACTIVE,IN,LOW
C0000511,4797437076801017,XXXX-XXXX-XXXX-1017,U227597,2023-09-24,CREDIT,ACTIVE,IN,MEDIUM
C0000512,4506465791488873,XXXX-XXXX-XXXX-8873,U300732,2020-04-24,DEBIT,ACTIVE,IN,LOW
C0000513,4187343513499441,XXXX-XXXX-XXXX-9441,U400520,2022-06-10,CREDIT,ACTIVE,US,LOW
C0000514,4821763741247417,XXXX-XXXX-XXXX-7417,U241841,2020-11-22,CREDIT,ACTIVE,GB,LOW
C0000515,4882507738491035,XXXX-XXXX-XXXX-1035,U396471,2021-10-29,DEBIT,ACTIVE,IN,LOW
C0000516,4495482995692001,XXXX-XXXX-XXXX-2001,U420685,2022-08-18,CREDIT,ACTIVE,US,LOW
C0000517,4178333462145605,XXXX-XXXX-XXXX-5605,U347534,2022-09-21,CREDIT,ACTIVE,IN,MEDIUM
C0000518,4647403981163291,XXXX-XXXX-XXXX-3291,U221545,2021-09-24,CREDIT,ACTIVE,AE,LOW
C0000519,4363795072484410,XXXX-XXXX-XXXX-4410,U753186,2021-12-22,DEBIT,ACTIVE,US,HIGH
C0000520,4286741387080332,XXXX-XXXX-XXXX-0332,U879647,2022-03-31,CREDIT,ACTIVE,US,LOW
C0000521,4938829445299223,XXXX-XXXX-XXXX-9223,U570297,2022-01-16,DEBIT,ACTIVE,US,HIGH
C0000522,4028342471726494,XXXX-XXXX-XXXX-6494,U766400,2024-01-07,DEBIT,ACTIVE,US,LOW
C0000523,4851470688279269,XXXX-XXXX-XXXX-9269,U574777,2023-11-19,CREDIT,ACTIVE,AE,MEDIUM
C0000524,4515893689834122,XXXX-XXXX-XXXX-4122,U326539,2024-01-28,DEBIT,ACTIVE,IN,LOW
C0000525,4538390543815059,XXXX-XXXX-XXXX-5059,U525809,2021-05-24,DEBIT,ACTIVE,GB,LOW
C0000526,4850272833300647,XXXX-XXXX-XXXX-0647,U874690,2022-04-28,CREDIT,ACTIVE,IN,LOW
C0000527,4677550863593422,XXXX-XXXX-XXXX-3422,U885157,2024-02-02,PREPAID,ACTIVE,US,LOW
C0000528,4984594480669013,XXXX-XXXX-XXXX-9013,U323111,2023-06-24,CREDIT,ACTIVE,IN,LOW
C0000529,4594715962390759,XXXX-XXXX-XXXX-0759,U384006,2021-03-24,DEBIT,ACTIVE,IN,MEDIUM
C0000530,4336660206871486,XXXX-XXXX-XXXX-1486,U711166,2023-04-03,DEBIT,ACTIVE,US,LOW
C0000531,4639900009927565,XXXX-XXXX-XXXX-7565,U127047,2020-02-29,PREPAID,ACTIVE,SG,HIGH
C0000532,4020440788970307,XXXX-XXXX-XXXX-0307,U812661,2021-03-13,CREDIT,ACTIVE,IN,MEDIUM
C0000533,4091957930204511,XXXX-XXXX-XXXX-4511,U163442,2022-11-19,DEBIT,ACTIVE,CA,LOW
C0000534,4447127935405032,XXXX-XXXX-XXXX-5032,U597098,2022-03-06,CREDIT,ACTIVE,AE,HIGH
C0000535,4173039321104095,XXXX-XXXX-XXXX-4095,U364689,2022-08-17,DEBIT,ACTIVE,AE,LOW
C0000536,4699971990745472,XXXX-XXXX-XXXX-5472,U774755,2021-01-06,CREDIT,ACTIVE,US,LOW
C0000537,4992650024776763,XXXX-XXXX-XXXX-6763,U961187,2023-12-26,CREDIT,ACTIVE,AE,MEDIUM
C0000538,4758293400007480,XXXX-XXXX-XXXX-7480,U452837,2021-12-08,DEBIT,ACTIVE,IN,LOW
C0000539,4968377181758542,XXXX-XXXX-XXXX-8542,U126706,2022-08-22,CREDIT,ACTIVE,US,LOW
C0000540,4959066026705190,XXXX-XXXX-XXXX-5190,U736539,2020-07-30,PREPAID,ACTIVE,GB,LOW
C0000541,4848761721709879,XXXX-XXXX-XXXX-9879,U163255,2022-07-12,CREDIT,ACTIVE,AE,LOW
C0000542,4380937994125957,XXXX-XXXX-XXXX-5957,U555367,2024-08-12,DEBIT,ACTIVE,AE,LOW
C0000543,4484710487224323,XXXX-XXXX-XXXX-4323,U980984,2020-01-29,CREDIT,ACTIVE,GB,MEDIUM
C0000544,4228297124436077,XXXX-XXXX-XXXX-6077,U632958,2023-10-12,DEBIT,ACTIVE,US,MEDIUM
C0000545,4446792252471544,XXXX-XXXX-XXXX-1544,U223209,2021-07-15,CREDIT,ACTIVE,CA,LOW
C0000546,4851954595152443,XXXX-XXXX-XXXX-2443,U877312,2023-01-04,DEBIT,ACTIVE,IN,MEDIUM
C0000547,4939254982795531,XXXX-XXXX-XXXX-5531,U582428,2024-04-22,CREDIT,ACTIVE,GB,LOW
C0000548,4904498882780758,XXXX-XXXX-XXXX-0758,U266001,2021-05-13,CREDIT,ACTIVE,US,MEDIUM
C0000549,4224463067749733,XXXX-XXXX-XXXX-9733,U261910,2023-07-19,DEBIT,ACTIVE,IN,LOW
C0000550,4387011404095981,XXXX-XXXX-XXXX-5981,U838093,2021-12-18,CREDIT,ACTIVE,GB,MEDIUM
C0000551,4626404016982566,XXXX-XXXX-XXXX-2566,U630600,2023-05-13,PREPAID,ACTIVE,IN,LOW
C0000552,4779343885197458,XXXX-XXXX-XXXX-7458,U363334,2022-01-27,DEBIT,ACTIVE,IN,LOW
C0000553,4475559976758038,XXXX-XXXX-XXXX-8038,U610507,2024-01-18,CREDIT,ACTIVE,IN,LOW
C0000554,4130020042022644,XXXX-XXXX-XXXX-2644,U551087,2024-08-04,PREPAID,ACTIVE,IN,LOW
C0000555,4612471989562200,XXXX-XXXX-XXXX-2200,U326679,2021-01-18,CREDIT,ACTIVE,US,MEDIUM
C0000556,4602555746029164,XXXX-XXXX-XXXX-9164,U725078,2022-01-19,DEBIT,ACTIVE,CA,LOW
C0000557,4245442775113655,XXXX-XXXX-XXXX-3655,U755504,2022-02-05,CREDIT,ACTIVE,US,MEDIUM
C0000558,4672439146392073,XXXX-XXXX-XXXX-2073,U678456,2020-08-31,DEBIT,ACTIVE,US,LOW
C0000559,4472455890201897,XXXX-XXXX-XXXX-1897,U374178,2020-04-15,CREDIT,ACTIVE,AE,LOW
C0000560,4276567135456452,XXXX-XXXX-XXXX-6452,U127188,2020-07-12,DEBIT,ACTIVE,GB,LOW
C0000561,4236813893348158,XXXX-XXXX-XXXX-8158,U345082,2021-02-24,CREDIT,ACTIVE,IN,LOW
C0000562,4203147620245402,XXXX-XXXX-XXXX-5402,U385889,2024-01-23,DEBIT,ACTIVE,AE,LOW
C0000563,4220712126740829,XXXX-XXXX-XXXX-0829,U922763,2024-03-24,CREDIT,ACTIVE,IN,LOW
C0000564,4211213341453396,XXXX-XXXX-XXXX-3396,U215729,2024-07-06,CREDIT,ACTIVE,US,LOW
C0000565,4036933458503799,XXXX-XXXX-XXXX-3799,U932010,2023-09-06,CREDIT,ACTIVE,US,LOW
C0000566,4053330616938772,XXXX-XXXX-XXXX-8772,U764070,2020-01-03,DEBIT,ACTIVE,IN,LOW
C0000567,4594613480131710,XXXX-XXXX-XXXX-1710,U433267,2024-06-06,CREDIT,ACTIVE,IN,LOW
C0000568,4092257878266235,XXXX-XXXX-XXXX-6235,U588289,2021-02-08,DEBIT,ACTIVE,IN,LOW
C0000569,4038574300267519,XXXX-XXXX-XXXX-7519,U770961,2024-02-10,DEBIT,ACTIVE,US,LOW
C0000570,4153096607880808,XXXX-XXXX-XXXX-0808,U398148,2021-02-13,DEBIT,ACTIVE,AE,MEDIUM
C0000571,4957729922476700,XXXX-XXXX-XXXX-6700,U620238,2023-07-06,CREDIT,ACTIVE,GB,MEDIUM
C0000572,4934675883198102,XXXX-XXXX-XXXX-8102,U527686,2020-10-08,CREDIT,ACTIVE,IN,MEDIUM
C0000573,4778387993546382,XXXX-XXXX-XXXX-6382,U869532,2024-06-23,DEBIT,ACTIVE,GB,HIGH
C0000574,4906894480042118,XXXX-XXXX-XXXX-2118,U616172,2023-01-27,DEBIT,ACTIVE,IN,MEDIUM
C0000575,4958977957955791,XXXX-XXXX-XXXX-5791,U814616,2022-01-20,DEBIT,ACTIVE,AE,LOW
C0000576,4090131117690144,XXXX-XXXX-XXXX-0144,U745316,2020-12-11,CREDIT,ACTIVE,IN,LOW
C0000577,4744395115312501,XXXX-XXXX-XXXX-2501,U781724,2022-02-05,CREDIT,ACTIVE,IN,LOW
C0000578,4278140126792823,XXXX-XXXX-XXXX-2823,U935062,2021-02-06,PREPAID,ACTIVE,IN,LOW
C0000579,4803210584141650,XXXX-XXXX-XXXX-1650,U482902,2023-09-05,CREDIT,ACTIVE,US,LOW
C0000580,4939863703506556,XXXX-XXXX-XXXX-6556,U965133,2021-11-12,CREDIT,ACTIVE,US,MEDIUM
C0000581,4618340782596806,XXXX-XXXX-XXXX-6806,U828157,2023-07-12,PREPAID,ACTIVE,AE,HIGH
C0000582,4226183564504184,XXXX-XXXX-XXXX-4184,U572329,2023-03-15,PREPAID,ACTIVE,IN,MEDIUM
C0000583,4013402215589278,XXXX-XXXX-XXXX-9278,U717810,2021-07-06,DEBIT,ACTIVE,US,MEDIUM
C0000584,4648904916045440,XXXX-XXXX-XXXX-5440,U800523,2023-01-01,DEBIT,ACTIVE,IN,LOW
C0000585,4506561782064152,XXXX-XXXX-XXXX-4152,U345799,2020-02-04,DEBIT,ACTIVE,US,HIGH
C0000586,4798169368712556,XXXX-XXXX-XXXX-2556,U610979,2023-11-29,CREDIT,ACTIVE,IN,LOW
C0000587,4991004278131375,XXXX-XXXX-XXXX-1375,U170898,2021-04-20,CREDIT,ACTIVE,GB,LOW
C0000588,4538335574671069,XXXX-XXXX-XXXX-1069,U127975,2022-07-21,CREDIT,ACTIVE,IN,HIGH
C0000589,4635616243627229,XXXX-XXXX-XXXX-7229,U652438,2022-03-20,CREDIT,ACTIVE,US,LOW
C0000590,4439847124550787,XXXX-XXXX-XXXX-0787,U717032,2024-08-02,CREDIT,ACTIVE,US,LOW
C0000591,4514186526280399,XXXX-XXXX-XXXX-0399,U163536,2022-10-30,PREPAID,ACTIVE,GB,MEDIUM
C0000592,4236260732515155,XXXX-XXXX-XXXX-5155,U354974,2022-06-18,DEBIT,ACTIVE,IN,LOW
C0000593,4263122198904240,XXXX-XXXX-XXXX-4240,U441271,2023-09-29,DEBIT,ACTIVE,IN,LOW
C0000594,4028218874788100,XXXX-XXXX-XXXX-8100,U708318,2020-01-14,PREPAID,ACTIVE,US,LOW
C0000595,4165406201123437,XXXX-XXXX-XXXX-3437,U702300,2022-03-04,DEBIT,ACTIVE,IN,LOW
C0000596,4999036418125816,XXXX-XXXX-XXXX-5816,U471079,2020-12-17,PREPAID,ACTIVE,IN,MEDIUM
C0000597,4523029145990019,XXXX-XXXX-XXXX-0019,U520838,2023-04-26,CREDIT,ACTIVE,IN,HIGH
C0000598,4849388304320864,XXXX-XXXX-XXXX-0864,U936036,2021-12-17,DEBIT,ACTIVE,US,LOW
C0000599,4839799246192547,XXXX-XXXX-XXXX-2547,U954810,2022-11-20,DEBIT,ACTIVE,IN,LOW
C0000600,4143347347444292,XXXX-XXXX-XXXX-4292,U829261,2023-07-13,CREDIT,ACTIVE,US,MEDIUM
C0000601,4458908812337048,XXXX-XXXX-XXXX-7048,U574727,2022-07-18,CREDIT,ACTIVE,US,MEDIUM
C0000602,4386375515612835,XXXX-XXXX-XXXX-2835,U456321,2020-10-29,CREDIT,ACTIVE,US,LOW
C0000603,4489262178373049,XXXX-XXXX-XXXX-3049,U878308,2024-01-13,DEBIT,ACTIVE,IN,LOW
C0000604,4536607472262489,XXXX-XXXX-XXXX-2489,U845782,2020-06-17,PREPAID,ACTIVE,US,LOW
C0000605,4703200360241388,XXXX-XXXX-XXXX-1388,U645701,2022-04-25,DEBIT,ACTIVE,US,LOW
C0000606,4093213599057983,XXXX-XXXX-XXXX-7983,U165737,2024-04-25,DEBIT,ACTIVE,IN,MEDIUM
C0000607,4321962097601856,XXXX-XXXX-XXXX-1856,U769169,2020-06-03,CREDIT,ACTIVE,IN,HIGH
C0000608,4944357508756316,XXXX-XXXX-XXXX-6316,U743424,2020-07-09,CREDIT,BLOCKED,SG,LOW
C0000609,4058453959670689,XXXX-XXXX-XXXX-0689,U405060,2021-06-20,DEBIT,ACTIVE,IN,LOW
C0000610,4090354233263358,XXXX-XXXX-XXXX-3358,U548170,2023-02-02,DEBIT,ACTIVE,CA,LOW
C0000611,4990985218871581,XXXX-XXXX-XXXX-1581,U745159,2020-11-30,DEBIT,ACTIVE,IN,LOW
C0000612,4493479674816871,XXXX-XXXX-XXXX-6871,U686633,2021-09-24,DEBIT,ACTIVE,IN,LOW
C0000613,4218260718340873,XXXX-XXXX-XXXX-0873,U490864,2021-01-09,CREDIT,BLOCKED,CA,HIGH
C0000614,4423087198905427,XXXX-XXXX-XXXX-5427,U172612,2023-11-29,DEBIT,ACTIVE,IN,LOW
C0000615,4718233396623235,XXXX-XXXX-XXXX-3235,U218793,2020-11-02,CREDIT,ACTIVE,AE,LOW
C0000616,4538385667813013,XXXX-XXXX-XXXX-3013,U265725,2020-04-21,DEBIT,ACTIVE,US,LOW
C0000617,4995651723674953,XXXX-XXXX-XXXX-4953,U270358,2024-04-29,DEBIT,ACTIVE,US,LOW
C0000618,4452769634618124,XXXX-XXXX-XXXX-8124,U178963,2021-07-05,DEBIT,ACTIVE,IN,HIGH
C0000619,4732547964667212,XXXX-XXXX-XXXX-7212,U328599,2024-05-28,CREDIT,ACTIVE,US,HIGH
C0000620,4510871800753897,XXXX-XXXX-XXXX-3897,U419553,2023-08-05,CREDIT,ACTIVE,IN,LOW
C0000621,4821028468336403,XXXX-XXXX-XXXX-6403,U579266,2021-10-06,CREDIT,ACTIVE,GB,LOW
C0000622,4924647506856723,XXXX-XXXX-XXXX-6723,U532503,2022-06-08,DEBIT,ACTIVE,IN,MEDIUM
C0000623,4440989496032597,XXXX-XXXX-XXXX-2597,U262796,2023-02-11,CREDIT,ACTIVE,AE,MEDIUM
C0000624,4293033106701848,XXXX-XXXX-XXXX-1848,U958077,2020-07-20,CREDIT,ACTIVE,GB,LOW
C0000625,4449045861363951,XXXX-XXXX-XXXX-3951,U287627,2020-07-20,CREDIT,ACTIVE,US,HIGH
C0000626,4181007692578822,XXXX-XXXX-XXXX-8822,U453571,2021-11-16,DEBIT,ACTIVE,IN,LOW
C0000627,4437336492096471,XXXX-XXXX-XXXX-6471,U491855,2022-09-02,DEBIT,ACTIVE,IN,LOW
C0000628,4729261067662936,XXXX-XXXX-XXXX-2936,U378686,2022-03-06,PREPAID,ACTIVE,US,LOW
C0000629,4671711781345401,XXXX-XXXX-XXXX-5401,U529637,2020-06-20,CREDIT,ACTIVE,IN,LOW
C0000630,4323202143382003,XXXX-XXXX-XXXX-2003,U631969,2020-09-09,CREDIT,ACTIVE,IN,MEDIUM
C0000631,4439235597226217,XXXX-XXXX-XXXX-6217,U523778,2021-06-03,PREPAID,ACTIVE,GB,MEDIUM
C0000632,4915314893715896,XXXX-XXXX-XXXX-5896,U566722,2021-06-19,CREDIT,ACTIVE,US,MEDIUM
C0000633,4318142678753216,XXXX-XXXX-XXXX-3216,U881078,2022-09-29,CREDIT,ACTIVE,US,HIGH
C0000634,4798205956035485,XXXX-XXXX-XXXX-5485,U898334,2021-11-18,PREPAID,ACTIVE,US,LOW
C0000635,4560207984323852,XXXX-XXXX-XXXX-3852,U564709,2024-03-24,CREDIT,ACTIVE,IN,LOW
C0000636,4509293438391431,XXXX-XXXX-XXXX-1431,U118331,2020-07-31,CREDIT,ACTIVE,GB,LOW
C0000637,4000415289735030,XXXX-XXXX-XXXX-5030,U816315,2020-02-26,DEBIT,ACTIVE,IN,LOW
C0000638,4690407859780988,XXXX-XXXX-XXXX-0988,U491578,2020-05-11,DEBIT,ACTIVE,IN,LOW
C0000639,4717675808714156,XXXX-XXXX-XXXX-4156,U148060,2020-01-11,PREPAID,ACTIVE,US,LOW
C0000640,4523776382296650,XXXX-XXXX-XXXX-6650,U352206,2022-06-13,DEBIT,ACTIVE,IN,LOW
C0000641,4989074041548600,XXXX-XXXX-XXXX-8600,U458831,2022-07-01,CREDIT,ACTIVE,GB,HIGH
C0000642,4295057142382533,XXXX-XXXX-XXXX-2533,U810147,2020-08-06,CREDIT,BLOCKED,US,MEDIUM
C0000643,4183487257505555,XXXX-XXXX-XXXX-5555,U794868,2020-08-04,CREDIT,ACTIVE,SG,MEDIUM
C0000644,4104139148236522,XXXX-XXXX-XXXX-6522,U220523,2020-10-10,CREDIT,ACTIVE,GB,LOW
C0000645,4607128358850696,XXXX-XXXX-XXXX-0696,U911647,2021-04-20,CREDIT,ACTIVE,SG,LOW
C0000646,4102366822988949,XXXX-XXXX-XXXX-8949,U284545,2020-04-30,DEBIT,ACTIVE,GB,MEDIUM
C0000647,4230681900608062,XXXX-XXXX-XXXX-8062,U712539,2020-04-14,DEBIT,ACTIVE,US,LOW
C0000648,4449342606000660,XXXX-XXXX-XXXX-0660,U202136,2022-08-09,DEBIT,ACTIVE,IN,HIGH
C0000649,4255756845265675,XXXX-XXXX-XXXX-5675,U521593,2020-11-04,DEBIT,ACTIVE,IN,LOW
C0000650,4872747131965662,XXXX-XXXX-XXXX-5662,U642883,2024-02-18,CREDIT,ACTIVE,CA,LOW
C0000651,4469087323181764,XXXX-XXXX-XXXX-1764,U457692,2023-08-07,DEBIT,ACTIVE,IN,MEDIUM
C0000652,4536996260904614,XXXX-XXXX-XXXX-4614,U689775,2022-12-16,CREDIT,ACTIVE,US,MEDIUM
C0000653,4421012633427830,XXXX-XXXX-XXXX-7830,U511830,2023-12-23,DEBIT,ACTIVE,AE,LOW
C0000654,4149831529462804,XXXX-XXXX-XXXX-2804,U268079,2022-02-17,CREDIT,ACTIVE,IN,LOW
C0000655,4502139561875307,XXXX-XXXX-XXXX-5307,U934355,2021-04-19,PREPAID,ACTIVE,IN,MEDIUM
C0000656,4685867065259288,XXXX-XXXX-XXXX-9288,U560639,2021-06-27,CREDIT,ACTIVE,GB,HIGH
C0000657,4471714785124229,XXXX-XXXX-XXXX-4229,U214724,2023-10-03,CREDIT,ACTIVE,IN,LOW
C0000658,4856728967139394,XXXX-XXXX-XXXX-9394,U360192,2022-09-25,DEBIT,ACTIVE,US,LOW
C0000659,4040778966067000,XXXX-XXXX-XXXX-7000,U940336,2020-09-22,PREPAID,ACTIVE,CA,LOW
C0000660,4084342591681971,XXXX-XXXX-XXXX-1971,U158749,2020-11-27,CREDIT,ACTIVE,IN,LOW
C0000661,4174515892870749,XXXX-XXXX-XXXX-0749,U997712,2022-06-25,CREDIT,ACTIVE,GB,HIGH
C0000662,4350297269323178,XXXX-XXXX-XXXX-3178,U110993,2020-12-10,CREDIT,ACTIVE,SG,LOW
C0000663,4025685203551256,XXXX-XXXX-XXXX-1256,U891522,2023-09-18,DEBIT,ACTIVE,IN,LOW
C0000664,4934748136004437,XXXX-XXXX-XXXX-4437,U809073,2020-02-04,DEBIT,ACTIVE,US,LOW
C0000665,4680010589158536,XXXX-XXXX-XXXX-8536,U835578,2020-12-08,CREDIT,ACTIVE,GB,MEDIUM
C0000666,4920359415772305,XXXX-XXXX-XXXX-2305,U191591,2023-01-04,DEBIT,ACTIVE,AE,LOW
C0000667,4258670182319397,XXXX-XXXX-XXXX-9397,U959384,2020-02-12,CREDIT,ACTIVE,IN,LOW
C0000668,4568540838836825,XXXX-XXXX-XXXX-6825,U310865,2022-07-02,PREPAID,ACTIVE,AE,LOW
C0000669,4443778323197302,XXXX-XXXX-XXXX-7302,U601364,2020-11-06,DEBIT,ACTIVE,IN,MEDIUM
C0000670,4691548587532395,XXXX-XXXX-XXXX-2395,U956979,2022-05-27,CREDIT,ACTIVE,IN,LOW
C0000671,4930756594673138,XXXX-XXXX-XXXX-3138,U902625,2024-07-21,CREDIT,ACTIVE,US,LOW
C0000672,4146627158044391,XXXX-XXXX-XXXX-4391,U488769,2020-03-02,DEBIT,ACTIVE,IN,LOW
C0000673,4210331696962840,XXXX-XXXX-XXXX-2840,U483161,2023-05-15,DEBIT,ACTIVE,IN,LOW
C0000674,4320102991687764,XXXX-XXXX-XXXX-7764,U302568,2021-01-03,CREDIT,ACTIVE,IN,LOW
C0000675,4824087201404716,XXXX-XXXX-XXXX-4716,U232437,2022-09-16,DEBIT,ACTIVE,US,MEDIUM
C0000676,4359335470600489,XXXX-XXXX-XXXX-0489,U495187,2022-11-07,CREDIT,ACTIVE,GB,MEDIUM
